id	ident	type	name	latitude_deg	longitude_deg	elevation_ft	iso_country	iso_region	municipality	icao_code	iata_code	gps_code	local_code
13992	78TA	small_airport	Ranch-Aero Airport	29.0613994598389	-98.8003005981445	560	US	US-TX	Bigfoot			78TA	78TA
13993	78TE	small_airport	Rocking A Airport	32.0204010009766	-97.3311004638672	635	US	US-TX	Whitney			78TE	78TE
608866	78TN	small_airport	Earhart Landing	35.583873	-84.313714	935	US	US-TN	Madison			78TN	78TN
13997	78WA	small_airport	Center Island Airport	48.490046	-122.831612	115	US	US-WA	Center Island		CWS	78WA	78WA
349511	78XA	small_airport	Wayport Airport	32.739206	-97.917739	1079	US	US-TX	Millsap			78XA	78XA
13998	78XS	small_airport	Smith Aviation Inc Airport	29.052999	-96.262199	75	US	US-TX	El Campo			78XS	78XS
45278	79AK	small_airport	Huttunen Strip	61.481839	-149.744019	120	US	US-AK	Wasilla			79AK	79AK
14000	79AR	small_airport	Franke Field	34.852901	-92.048203	263	US	US-AR	Jacksonville			79AR	79AR
607982	79AZ	small_airport	Sentiel Airport	32.306265	-111.284051	2110	US	US-AZ	Marana			79AZ	79AZ
14001	79C	small_airport	Brennand Airport	44.159078	-88.561858	850	US	US-WI	Neenah			K79C	79C
14003	79CL	small_airport	Milhous Ranch Airport	39.3249015808105	-121.075996398926	2625	US	US-CA	North San Juan			79CL	79CL
14006	79FD	small_airport	Midway Lake Airport	28.0419998168945	-82.0923004150391	150	US	US-FL	Plant City			79FD	79FD
14007	79FL	small_airport	Neal Field	29.5527000427246	-82.8686981201172	45	US	US-FL	Chiefland			79FL	79FL
14008	79GA	small_airport	Coates Airport	31.491298	-85.017078	310	US	US-GA	Fort Gaines			79GA	79GA
301235	79ID	small_airport	Kooskia (Clear Creek Int) Airport	46.0488642914	-115.869691372	1800	US	US-ID				79ID	
14009	79II	small_airport	Sauer-Harter Airport	39.8833999633789	-85.7024993896484	930	US	US-IN	Greenfield			79II	79II
14012	79IS	small_airport	Hartwell Ranch Airport	39.444221	-90.557719	427	US	US-IL	Hillview			79IS	79IS
14013	79KY	small_airport	Lucas Field	37.8712997436523	-84.6104965209961	906	US	US-KY	Nicholasville			79KY	79KY
45481	79MI	small_airport	Pike River Landing	46.980073	-88.549571	902	US	US-MI	Chassell				
14015	79MN	small_airport	Paul Field	48.3777008056641	-95.7544021606445	1165	US	US-MN	Gatzke			79MN	79MN
14016	79MO	small_airport	Faries Field	36.986698	-90.543297	450	US	US-MO	Williamsville			79MO	79MO
574560	79MT	small_airport	Johny Creek Airport	46.430386	-104.244194	3076	US	US-MT	Baker,			79MT	79MT
14017	79MU	small_airport	Dunham Private Airport	39.329833	-94.557931	1000	US	US-MO	Smithville			79MU	79MU
14018	79N	small_airport	Ridge Soaring Gliderport	40.8838996887207	-77.9072036743164	815	US	US-PA	Unionville			79N	79N
14019	79NC	small_airport	Ball Airport	36.1343002319336	-78.2818984985352	366	US	US-NC	Louisburg			79NC	79NC
602927	79NR	small_airport	Wyatt Airport	36.367439	-76.299377	11	US	US-NC	Elizabeth City			79NR	79NR
14023	79NY	small_airport	Smith Airport	43.087002	-78.811401	580	US	US-NY	Pendleton			79NY	79NY
14024	79OH	small_airport	Smith-Stewart Field	41.2098007202148	-80.6830978393555	1092	US	US-OH	Vienna			79OH	79OH
14026	79OK	small_airport	Little River Ranch Airport	35.3847999572754	-95.176399230957	580	US	US-OK	Pickens			79OK	79OK
14028	79PA	small_airport	Little Britain Airport	39.7911987304688	-76.1416015625	470	US	US-PA	Quarryville			79PA	79PA
14030	79TA	small_airport	Morris Ranch Airport	28.1697006225586	-98.8899993896484	346	US	US-TX	Cotulla			79TA	79TA
14031	79TE	small_airport	Arrowhead Airport	28.1156005859375	-97.9308013916016	165	US	US-TX	Lagarto			79TE	79TE
14032	79TS	small_airport	Tallows Field	33.31051	-96.73808	729	US	US-TX	Celina			79TS	79TS
351635	79VG	small_airport	Perkey Airport	37.663873	-79.810749	1200	US	US-VA	Eagle Rock			79VG	79VG
301236	79WT	small_airport	Ellensburg (Rotor Ranch) Airport	47.0914260595	-120.589778423	1962	US	US-WA				79WT	
430429	79XA	small_airport	Hacienda Rio Lindo Ranch Airport	30.235	-101.663472	1677	US	US-TX	Ozona			79XA	79XA
14036	79XS	small_airport	Silverton Municipal Airport	34.467908	-101.295706	3267	US	US-TX	Silverton			79XS	79XS
14038	7A9	small_airport	Peterson Field	32.088698	-84.372498	526	US	US-GA	Plains			4GA5	4GA5
14040	7AK2	small_airport	Snettisham Airport	58.134516	-133.729105	14	US	US-AK	Snettisham			7AK2	7AK2
14041	7AK3	small_airport	Gaede Airport	60.476933	-151.17136	115	US	US-AK	Soldotna			7AK3	7AK3
14042	7AK4	small_airport	Jack Fish Landing Airport	61.541579	-149.459102	150	US	US-AK	Wasilla			7AK4	7AK4
14043	7AK5	small_airport	Dahler Homestead Airport	60.5036010742188	-150.936004638672	300	US	US-AK	Soldotna			7AK5	7AK5
14044	7AK6	small_airport	Dan France Airport	60.475686	-150.929875	260	US	US-AK	Soldotna			7AK6	7AK6
14046	7AK8	small_airport	Hess Airport	61.6212997436523	-149.615005493164	355	US	US-AK	Wasilla			7AK8	7AK8
14047	7AK9	small_airport	Vinduska Airport	61.646800994873	-149.04899597168	700	US	US-AK	Palmer			7AK9	7AK9
325100	7AL2	small_airport	Peterson Field	33.86482	-86.310835	600	US	US-AL	Steele			7AL2	7AL2
318200	7AL5	small_airport	Liberty Field Airport	31.2899028	-85.5404778	363	US	US-AL	Pinckard			7AL5	7AL5
318197	7AL7	small_airport	Pratt Landing Airport	31.064693	-85.438981	184	US	US-AL	Madrid			7AL7	7AL7
14048	7AL9	small_airport	Horak Airport	30.4668998718262	-87.5416030883789	110	US	US-AL	Elberta			7AL9	7AL9
14049	7AR0	small_airport	Hammer Field Airport	36.4245	-93.6936	1600	US	US-AR	Eureka Springs			7AR0	7AR0
14050	7AR1	small_airport	Ward's Airport	33.0499992371	-91.3415985107	113	US	US-AR	Eudora			7AR1	7AR1
14051	7AR2	small_airport	Verser's Landing Airport	35.5572013855	-92.1321029663	610	US	US-AR	Greers Ferry			7AR2	7AR2
14052	7AR3	small_airport	Runsick Flying Service Airport	35.1511	-90.815598	250	US	US-AR	Colt			7AR3	7AR3
330191	7AR6	small_airport	RBC Airport	35.795794	-90.802375	261	US	US-AR	Jonesboro			7AR6	7AR6
329254	7AR7	small_airport	Riddell Field	34.317812	-90.857025	169	US	US-AR	Elaine			7AR7	7AR7
353043	7AR8	small_airport	Shiloh Airport	34.665085	-91.17665	180	US	US-AR	Holly Grove			7AR8	7AR8
334253	7AR9	small_airport	Cullen Airport	35.956471	-90.812978	255	US	US-AR	Jonesboro			7AR9	7AR9
347461	7AZ4	small_airport	Rancho Relaxo Airport	31.938611	-109.588333	4475	US	US-AZ	Pearce			7AZ4	7AZ4
14055	7B3	small_airport	Hampton Airfield	42.961382	-70.830311	93	US	US-NH	Hampton			K7B3	7B3
14056	7B4	small_airport	Miller Farm Landing Strip	39.8844985961914	-82.5891036987305	930	US	US-OH	Baltimore			7B4	7B4
14057	7B9	small_airport	Ellington Airport	41.925302	-72.457066	253	US	US-CT	Ellington			K7B9	7B9
14058	7C3	small_airport	Monona Municipal Airport	43.032903	-91.346586	1147	US	US-IA	Monona			K7C3	7C3
14059	7C5	small_airport	Sig Field	41.5483016967773	-92.5345993041992	929	US	US-IA	Montezuma			7C5	7C5
14061	7CA1	small_airport	Abraham Ranch Airport	34.4146995544434	-116.623001098633	2850	US	US-CA	Lucerne Valley			7CA1	7CA1
14062	7CA2	small_airport	Paradise Lakes Airport	35.176700592041	-118.927001953125	340	US	US-CA	Bakersfield			7CA2	7CA2
14077	7CL8	small_airport	Geyser Ranch Airport	38.664101	-114.632004	5977	US	US-NV	Pioche			7NV8	7NV8
14078	7CL9	small_airport	Perryman Airport	38.696463	-120.732858	2600	US	US-CA	Placerville			7CL9	7CL9
14079	7CO0	small_airport	Parkland Airport	40.0717010498047	-105.033996582031	5050	US	US-CO	Erie			7CO0	7CO0
14085	7CO6	small_airport	Vantage View Airport	38.760278	-104.101389	5780	US	US-CO	Rush			7CO6	7CO6
14087	7CO8	small_airport	West Pueblo Airport	38.3633003234863	-104.737998962402	5135	US	US-CO	Pueblo West			7CO8	7CO8
14091	7D8	small_airport	Gates Airport	41.3512	-81.099503	1110	US	US-OH	Garrettsville			7D8	7D8
14092	7E3	small_airport	Mills Airport	41.2384	-81.253799	1140	US	US-OH	Ravenna				7E3
14095	7FA1	small_airport	Sugar Loaf Shores Airport	24.648938	-81.578357	4	US	US-FL	Key West			7FA1	7FA1
338724	7FA2	small_airport	Lykes Moore Haven Airport	26.878429	-81.140042	17	US	US-FL	Moore Haven			7FA2	7FA2
338727	7FA3	small_airport	Flying L Airport	26.797887	-81.525448	40	US	US-FL	LaBelle			7FA3	7FA3
14096	7FA8	small_airport	Berry Grove Airport	26.6956005096436	-81.4906005859375	28	US	US-FL	La Belle			7FA8	7FA8
14098	7FD2	small_airport	Drake Ranch Airport	28.9902992248535	-82.3303985595703	50	US	US-FL	Hernando			7FD2	7FD2
14101	7FD6	small_airport	Loxahatchee Airport	26.6226005554199	-80.3052978515625	14	US	US-FL	Lake Worth			7FD6	7FD6
14103	7FD9	small_airport	Estherbrook Aerodrome	30.622994	-83.285651	100	US	US-FL	Pinetta			7FD9	7FD9
14108	7FL4	small_airport	Haller Airpark	29.904057	-81.68515	75	US	US-FL	Green Cove Springs			7FL4	7FL4
14110	7FL6	small_airport	Spruce Creek Airport	29.0802001953125	-81.0466995239258	24	US	US-FL	Daytona Beach			7FL6	7FL6
14111	7FL7	small_airport	Lazy S Farm Airport	29.8686008453369	-82.6345977783203	80	US	US-FL	High Springs			7FL7	7FL7
14112	7FL8	small_airport	Dragonfly Airport	27.4438991546631	-80.5651016235352	25	US	US-FL	Fort Pierce			7FL8	7FL8
14113	7G1	small_airport	Herron Airport	40.533401	-80.5401	1226	US	US-WV	New Cumberland			7G1	7G1
14114	7G2	small_airport	Mc Clusky Municipal Airport	47.4622	-100.487	1900	US	US-ND	Mc Clusky			K7G2	7G2
14115	7G4	small_airport	Blue Knob Valley Airport	40.396478	-78.453723	1270	US	US-PA	Duncansville			7PN4	7PN4
14118	7GA2	small_airport	Alyssas Animal Sanctuary Air Park	30.777552	-83.205729	229	US	US-GA	Valdosta			7GA2	7GA2
14119	7GA3	small_airport	Hacienda De Gay Airstrip	32.6632995605469	-82.0753021240234	328	US	US-GA	Garfield			7GA3	7GA3
14120	7GA4	small_airport	Danville Airpark	32.5810012817383	-83.2677001953125	459	US	US-GA	Danville			7GA4	7GA4
14121	7GA5	small_airport	Mount Cove STOLport	34.6323013305664	-85.4471969604492	1000	US	US-GA	Kensington			7GA5	7GA5
14125	7GA9	small_airport	Smisson Field	33.5705986022949	-84.8977966308594	1044	US	US-GA	Whitesburg			7GA9	7GA9
14127	7GE5	small_airport	Sunset Strip	33.3591995239258	-85.1175003051758	740	US	US-GA	Centralhatchee			7GE5	7GE5
341062	7GE7	small_airport	Brandt Field	33.046389	-84.661111	840	US	US-GA	Greenville			7GE7	7GE7
14128	7I2	small_airport	Reese Airport	40.155392	-85.318923	991	US	US-IN	Muncie			K7I2	7I2
14129	7IA1	small_airport	White Pigeon Airport	41.4934997558594	-92.1482009887695	875	US	US-IA	North English			7IA1	7IA1
14131	7IA3	small_airport	Mc Bride Field	42.0638999939	-91.6343002319	881	US	US-IA	Marion			7IA3	7IA3
14134	7IA7	small_airport	Mitchell Field	43.083402	-92.311034	1160	US	US-IA	New Hampton			7IA7	7IA7
14139	7II3	small_airport	Schroeder Private Airport	38.0033988952637	-87.7564010620117	385	US	US-IN	Mount Vernon			7II3	7II3
14144	7IL0	small_airport	Mussman Airport	41.2709007263184	-87.5777969360352	705	US	US-IL	Grant Park			7IL0	7IL0
14150	7IL7	small_airport	Edward Getzelman Airport	42.127336	-88.529991	870	US	US-IL	Hampshire			7IL7	7IL7
14151	7IL8	small_airport	Cody Port RLA Restricted Landing Area	41.518901825	-88.837600708	668	US	US-IL	Harding			7IL8	7IL8
14153	7IN2	small_airport	Flying Crown Airport	41.5013999938965	-84.878303527832	920	US	US-IN	Hamilton			7IN2	7IN2
14154	7IN3	small_airport	Garrett Field	38.239564	-87.78707	400	US	US-IN	Poseyville			7IN3	7IN3
14157	7IN6	small_airport	Myers Farm Airport	38.581901550293	-86.2536010742188	800	US	US-IN	Livonia			7IN6	7IN6
14158	7IN7	small_airport	Gary Johnson Field	40.2358016967773	-87.3507995605469	570	US	US-IN	West Lebanon			7IN7	7IN7
14160	7IN9	small_airport	The Last Resort Airport	40.0374984741211	-85.4105987548828	1070	US	US-IN	Springport			7IN9	7IN9
14162	7IS2	small_airport	Aero Estates Airport	38.5245018005371	-90.0569000244141	565	US	US-IL	Belleville			7IS2	7IS2
14163	7IS3	small_airport	Hooterville Airport	40.142911	-89.092276	730	US	US-IL	Clinton			7IS3	7IS3
14165	7IS5	small_airport	Koppie Airport	42.1213989257813	-88.3780975341797	890	US	US-IL	Gilberts			7IS5	7IS5
14167	7IS7	small_airport	Hammock Field	38.914077	-89.669809	595	US	US-IL	Leef Township			7IS7	7IS7
14169	7IS9	small_airport	King Airport	38.4763984680176	-90.236198425293	407	US	US-IL	Columbia			7IS9	7IS9
14172	7K7	small_airport	Graham Field	42.540298	-96.485001	1106	US	US-SD	North Sioux City			7K7	7K7
14173	7KA	small_airport	Tatitlek Airport	60.871449	-146.690297	62	US	US-AK	Tatitlek		TEK	PAKA	7KA
14174	7KS0	small_airport	Flying T Airport	39.271085	-95.31705	1160	US	US-KS	Oskaloosa			7KS0	7KS0
14175	7KS2	small_airport	Cloud Airport	38.85082	-95.467906	1020	US	US-KS	Overbrook			7KS2	7KS2
14176	7KS3	small_airport	Youvan Airport	37.5292015075684	-94.6960983276367	1000	US	US-KS	Arma			7KS3	7KS3
14177	7KS4	small_airport	Bent Nail Ranch Airport	39.633005	-95.439411	1180	US	US-KS	Horton			7KS4	7KS4
14182	7KS9	small_airport	Eagle Field	37.849197	-97.510239	1379	US	US-KS	Sedgwick			7KS9	7KS9
14183	7KY2	small_airport	Ryan Field	38.802661	-84.661861	890	US	US-KY	Verona				7KY2
14188	7LA0	small_airport	Valverda Strip	30.522159	-91.530855	50	US	US-LA	Maringouin			7LA0	7LA0
14189	7LA1	small_airport	Birdwin Airport	29.46023	-89.67766	2	US	US-LA	Port Sulphur			7LA1	7LA1
14191	7LA3	small_airport	Habetz Airport	30.4829998016357	-93.2287979125977	79	US	US-LA	Ragley			7LA3	7LA3
14192	7LA4	small_airport	Gladney Airport	30.125200271606	-92.219596862793	23	US	US-LA	Rayne				7LA4
351178	7LA9	small_airport	Chute N Gators Airport	29.999507	-93.138592	4	US	US-LA	Bell City			7LA9	7LA9
14200	7LL3	small_airport	Jasper County Flying Club Airport	38.930605	-88.155928	575	US	US-IL	Newton			7LL3	7LL3
14201	7LL4	small_airport	Bakers Strip	40.1172981262207	-88.7590026855469	715	US	US-IL	Weldon			7LL4	7LL4
14202	7LL6	small_airport	Gehant Airport	41.6974983215332	-89.1443023681641	952	US	US-IL	West Brooklyn			7LL6	7LL6
14203	7LL7	small_airport	Delhotal Airport	41.73682	-89.175941	760	US	US-IL	West Brooklyn			7LL7	7LL7
14205	7LL9	small_airport	Brammeier Airport	38.2616996765137	-89.4709014892578	530	US	US-IL	Oakdale			7LL9	7LL9
14210	7M0	small_airport	McCrory / Morton Airport	35.227901	-91.093201	222	US	US-AR	McCrory			2AR4	2AR4
14211	7M6	small_airport	Paris Municipal Airport	35.299	-93.681702	430	US	US-AR	Paris				7M6
14212	7M7	small_airport	Piggott Municipal Airport	36.3782005310059	-90.1661987304688	275	US	US-AR	Piggott			7M7	7M7
14215	7MD0	small_airport	Our Domain Airport	39.0666999816895	-75.7332992553711	65	US	US-MD	Marydel			7MD0	7MD0
14216	7MD1	small_airport	Magennis Farm Airport	38.7033996582031	-75.8509979248047	40	US	US-MD	Federalsburg			7MD1	7MD1
14222	7MD7	small_airport	Boomers Field	38.0004005432129	-75.5830001831055	22	US	US-MD	Pocomoke			7MD7	7MD7
14223	7MD8	small_airport	Kent Fort Manor Airport	38.8564987182617	-76.3616027832031	10	US	US-MD	Stevensville			7MD8	7MD8
14224	7MD9	small_airport	Tilghman Whipp Airport	38.7360992431641	-76.3167037963867	5	US	US-MD	Tilghman			7MD9	7MD9
608804	7ME7	small_airport	Stevens Field	45.211429	-69.154471	420	US	US-ME	Sebec			7ME7	7ME7
14228	7MI3	small_airport	Thrall Lake Airport	42.118428	-85.510166	850	US	US-MI	Vicksburg			7MI3	7MI3
14231	7MI6	small_airport	Wightman Airport	43.110298	-84.126404	725	US	US-MI	Owosso			7MI6	7MI6
14232	7MI7	small_airport	Walker Airport	42.3805999755859	-85.5774993896484	750	US	US-MI	Cooper			7MI7	7MI7
14233	7MI8	small_airport	Letts Field	43.3391990661621	-83.4760971069336	800	US	US-MI	Vassar			7MI8	7MI8
14235	7MN0	small_airport	Johnson Private Airport	44.797978	-95.420809	1020	US	US-MN	Sacred Heart				
14238	7MN3	small_airport	Caldbeck Field	43.7052001953125	-92.4607009887695	1340	US	US-MN	Spring Valley			7MN3	7MN3
14239	7MN4	small_airport	Mille Lacs Lake Resort Airport	46.3194007873535	-93.8308029174805	1261	US	US-MN	Garrison			7MN4	7MN4
14241	7MN6	small_airport	Johnson Airport	48.343928	-96.881892	820	US	US-MN	Argyle			7MN6	7MN6
14243	7MN8	small_airport	Willis Airport	48.06952	-96.27944	1135	US	US-MN	Thief River Falls			7MN8	7MN8
14245	7MO	small_airport	Princeton-Kauffman Memorial Airport	40.420799	-93.598801	858	US	US-MO	Princeton			7MO	7MO
14247	7MO1	small_airport	Wood Acres Airport	39.473129	-91.709034	720	US	US-MO	Perry			7MO1	7MO1
14248	7MO2	small_airport	Bevill Airport	39.8499984741211	-91.7334976196289	710	US	US-MO	Philadelphia			7MO2	7MO2
14249	7MO3	small_airport	B S Ranch Airport	36.599405	-94.366297	1000	US	US-MO	Pineville			7MO3	7MO3
14250	7MO4	small_airport	Flintlock Field	39.4319000244141	-94.8030014038086	930	US	US-MO	Platte City			7MO4	7MO4
14255	7MS1	small_airport	Eagle Crest Estates Airport	32.603484	-89.980216	280	US	US-MS	Canton			7MS1	7MS1
324880	7MS3	small_airport	Maidment Field	34.710888	-89.719194	370	US	US-MS	Coldwater			7MS3	7MS3
346028	7MS4	small_airport	Cloud 9 Airport	32.602777	-90.192781	250	US	US-MS	Canton			7MS4	7MS4
345691	7MS7	small_airport	Freebird Airport	32.37409	-90.437061	242	US	US-MS	Bolton			7MS7	7MS7
45966	7MY9	small_airport	Petes Airport	43.746717	-92.7245	1337	US	US-MN	Dexter			7MY9	7MY9
14259	7N4	small_airport	Raymond L Kussmaul Jr Memorial Airport	42.077801	-83.986099	820	US	US-MI	Clinton			7N4	7N4
14260	7N6	small_airport	Grenora Centennial Airport	48.625599	-103.93	2145	US	US-ND	Grenora			7N6	7N6
14261	7N7	small_airport	Spitfire Aerodrome	39.7356	-75.397697	40	US	US-NJ	Pedricktown			7N7	7N7
14262	7N8	small_airport	Butter Valley Golf Port Airport	40.398201	-75.564301	500	US	US-PA	Bally			7N8	7N8
14263	7NA0	small_airport	Downs Farm Private Airport	47.3574981689453	-97.0280990600586	900	US	US-ND	Hillsboro			7NA0	7NA0
14264	7NA2	small_airport	Undlin Airstrip	48.687801361084	-101.349998474121	1575	US	US-ND	Lansford			7NA2	7NA2
14266	7NA4	small_airport	Ingebretson Airspray Airport	47.5172004699707	-97.3337020874023	982	US	US-ND	Mayville			7NA4	7NA4
14267	7NA9	small_airport	Sjule Private Airstrip	48.9282989501953	-100.578002929688	1680	US	US-ND	Souris			7NA9	7NA9
14269	7NC1	small_airport	Stag Air Park	34.5279006958008	-77.8503036499023	23	US	US-NC	Burgaw			7NC1	7NC1
14270	7NC2	small_airport	Pine Island Airport	36.252744	-75.785256	16	US	US-NC	Corolla		DUF	7NC2	7NC2
45681	7NC3	small_airport	Kenly Airport	35.596389	-78.098611	225	US	US-NC	Kenly			7NC3	7NC3
14272	7NC5	small_airport	Crooked Creek Airport	35.9337997436523	-78.246696472168	250	US	US-NC	Bunn			7NC5	7NC5
14273	7NC6	small_airport	Kimrey Airport	36.0554008483887	-79.3266983032227	624	US	US-NC	Mebane			7NC6	7NC6
14274	7NC7	small_airport	Lewis Airstrip	36.37983	-80.17412	650	US	US-NC	Walnut Cove			7NC7	7NC7
14276	7NC9	small_airport	Spencer Field	35.7274017333984	-79.9111022949219	460	US	US-NC	Asheboro			7NC9	7NC9
14277	7ND1	small_airport	Wolberg's Private Airport	47.0360984802246	-102.77799987793	2540	US	US-ND	Dickinson			7ND1	7ND1
14279	7ND5	small_airport	Buchmiller Airport	47.3596992492676	-99.6225967407227	1850	US	US-ND	Bowdon			7ND5	7ND5
14281	7ND8	small_airport	Forest Airport	48.8521995544434	-98.7481994628906	1570	US	US-ND	Langdon			7ND8	7ND8
14283	7NE5	small_airport	Lierley Farms Airport	41.0666999816895	-101.36799621582	3220	US	US-NE	Paxton			7NE5	7NE5
14284	7NE6	small_airport	Merchant Homestead Airport	41.011100769043	-97.8114013671875	1700	US	US-NE	Polk			7NE6	7NE6
345006	7NE8	small_airport	NE Hitchcock Airport	40.327906	-100.790951	2805	US	US-NE	Culbertson			7NE8	7NE8
14287	7NJ2	small_airport	Stoe Creek Farm Airport	39.4813003540039	-75.4052963256836	15	US	US-NJ	Canton			7NJ2	7NJ2
14292	7NJ7	small_airport	Coombs Airport	39.571458	-75.214891	120	US	US-NJ	Elmer			7NJ7	7NJ7
14294	7NJ9	small_airport	Dave's Aerodrome	39.3181991577148	-75.206298828125	8	US	US-NJ	Cedarville			7NJ9	7NJ9
14295	7NK0	small_airport	Valley View Airport	42.64528	-74.390514	1160	US	US-NY	Middleburgh			7NK0	7NK0
14296	7NK1	small_airport	Deer Run Air Field	42.9430999755859	-75.7536010742188	1725	US	US-NY	Nelson			7NK1	7NK1
14298	7NK4	small_airport	Ridge Road West Airport	43.222599029541	-77.8106002807617	400	US	US-NY	Spenceport			7NK4	7NK4
14300	7NK6	small_airport	Blueberry Field	42.2916984558105	-75.0667037963867	2100	US	US-NY	Treadwell			7NK6	7NK6
14301	7NK7	small_airport	Morin Airport	42.7132987976074	-75.8899993896484	1068	US	US-NY	Sherburne			7NK7	7NK7
45956	7NM1	small_airport	Mesa Verde Ranch Strip Airport	32.935278	-106.045278	4237	US	US-NM	Alamogordo			7NM1	7NM1
14303	7NY0	small_airport	Campis Airport	41.6833992004395	-75.0162963867188	1200	US	US-NY	Lake Huntington			7NY0	7NY0
14304	7NY1	small_airport	Gar Field	42.7634010314941	-74.2785034179688	640	US	US-NY	Esperance			7NY1	7NY1
14307	7NY4	small_airport	Culver Airfield	42.4250984191895	-76.7149963378906	1455	US	US-NY	Mecklenburg			7NY4	7NY4
14309	7NY6	small_airport	Sherwood Farm Airport	42.8936996459961	-73.5078964233398	530	US	US-NY	Johnsonville			7NY6	7NY6
14312	7OA7	small_airport	Skydive Greene County Inc Airport	39.67919921875	-83.8707962036133	1055	US	US-OH	Xenia			7OA7	7OA7
14313	7OH1	small_airport	Rauhaus Field	41.211246	-81.97312	912	US	US-OH	Medina			7OH1	7OH1
14314	7OH2	small_airport	Canal Fulton Airport	40.900299	-81.533699	1150	US	US-OH	Canal Fulton			7OH2	7OH2
14315	7OH3	small_airport	Obi One Airport	40.3527984619141	-83.0510025024414	952	US	US-OH	Delaware			7OH3	7OH3
14317	7OH5	small_airport	Mahoning County Joint Vocational School Airport	41.0341987609863	-80.7817001342773	1130	US	US-OH	Canfield			7OH5	7OH5
14320	7OH8	small_airport	Curtis Airport	41.635771	-81.100724	1250	US	US-OH	Chardon			7OH8	7OH8
14323	7OI1	small_airport	Blevins Airport	41.2072982788086	-84.2696990966797	722	US	US-OH	Ayersville			7OI1	7OI1
14325	7OI5	small_airport	Bea-D Airport	41.5205993652344	-83.2751998901367	605	US	US-OH	Graytown			7OI5	7OI5
14327	7OI9	small_airport	Massengill Airport	40.0690002441406	-82.1360015869141	955	US	US-OH	Nashport			7OI9	7OI9
14328	7OK0	small_airport	Dennis Ranch Airport	34.0317993164063	-97.6778030395508	875	US	US-OK	Grady			7OK0	7OK0
14330	7OK2	small_airport	Scott Airport	34.976866	-99.501261	1650	US	US-OK	Mangum			7OK2	7OK2
14338	7OR0	small_airport	Minam Lodge Airport	45.3582000732422	-117.634002685547	3589	US	US-OR	Cove			7OR0	7OR0
14339	7OR1	small_airport	Arnold Airstrip	43.4193000793457	-118.575996398926	4140	US	US-OR	Crane			7OR1	7OR1
602963	7OR2	small_airport	Flying Squirrel Ranch Airport	45.492867	-117.382667	3612	US	US-OR	Lostine			7OR2	7OR2
14342	7OR4	small_airport	Pineridge Ranch Airport	44.311211	-121.456958	3070	US	US-OR	Sisters			7OR4	7OR4
14344	7OR6	small_airport	Green Acres Air Park	45.6367988586426	-121.591003417969	800	US	US-OR	Hood River			7OR6	7OR6
14345	7OR7	small_airport	Hollin Airport	45.0540008544922	-122.906997680664	170	US	US-OR	Brooks			7OR7	7OR7
14346	7OR8	small_airport	Inshallah International Airport	44.0904006958008	-119.290000915527	4560	US	US-OR	Seneca			7OR8	7OR8
14347	7OR9	small_airport	Parson Landing Airport	45.3242988586	-122.472000122	640	US	US-OR	Oregon City			7OR9	7OR9
14348	7P5	small_airport	Piso Airport	45.065559	-88.427152	891	US	US-WI	Suring			7P5	7P5
14350	7PA1	small_airport	Warren Airpark	41.865838	-79.206684	1790	US	US-PA	Warren			7PA1	7PA1
14352	7PA3	small_airport	Charles G. Kalko Airport	41.708053	-75.287872	1400	US	US-PA	Honesdale			7PA3	7PA3
14354	7PA5	small_airport	Fauser Ultralightport	41.1029014587402	-76.8054962158203	565	US	US-PA	Turbotville			7PA5	7PA5
14359	7PN0	small_airport	Tidmore Airport	40.7050018310547	-76.2363967895508	930	US	US-PA	Minersville			7PN0	7PN0
14372	7PS7	small_airport	Lenzner Farm Airport	40.5387001037598	-80.117301940918	1250	US	US-PA	Sewickley			7PS7	7PS7
14375	7Q7	small_airport	White River Municipal Airport	43.560802	-100.743642	2151	US	US-SD	White River			K7Q7	7Q7
14376	7R9	small_airport	Bailes Airport	29.163743	-95.401454	21	US	US-TX	Angleton				7R9
14377	7S3	small_airport	Stark's Twin Oaks Airpark	45.4285011291504	-122.942001342773	170	US	US-OR	Hillsboro			7S3	7S3
14378	7S4	small_airport	Wisdom Airport	45.587416	-113.45767	6133	US	US-MT	Wisdom				7S4
14379	7S8	small_airport	Ross International Airport	48.9986	-111.977997	3552	US	US-MT	Sweetgrass			7S8	7S8
14380	7T0	small_airport	Freedom Field	33.5933990478516	-97.2192993164063	885	US	US-TX	Lindsay			7T0	7T0
14381	7T3	small_airport	Naval Outlying Landing Field Goliad	28.615516	-97.616302	324	US	US-TX	Goliad			KNGT	NGT
14382	7TA0	small_airport	Field's Field	30.09289	-95.651487	198	US	US-TX	Tomball			7TA0	7TA0
14385	7TA3	small_airport	Quarterway Airport	34.1809005737305	-101.83699798584	3470	US	US-TX	Plainview			7TA3	7TA3
14387	7TA5	small_airport	Weber Ranch Airport	30.5870990753174	-96.6341018676758	350	US	US-TX	Caldwell			7TA5	7TA5
14389	7TA7	small_airport	Flying M Ranch Airport	31.8398990631104	-94.9613037109375	310	US	US-TX	Reklaw			7TA7	7TA7
14392	7TE0	small_airport	Kelley Crop Service Airport	29.9137992858887	-94.2081985473633	21	US	US-TX	Fannett			7TE0	7TE0
14394	7TE2	small_airport	Cage Ranch Airport	27.105899810791	-98.2058029174805	148	US	US-TX	Falfurrias			7TE2	7TE2
